DistrictName,Vndr,Loc,GPmRFI
California,TEXASBKNON-r,112,8262
San Antonio,TEXASBKNON-r,113,2799
Oklahoma,TEXASBKNON-r,114,5297
Chicago,TEXASBKNON-r,115,3483
Kentucky,TEXASBKNON-r,116,2831
Chicago,TEXASBKNON-r,117,5023
Austin,TEXASBKNON-r,118,7708
Chicago,TEXASBKNON-r,119,5356
St. Louis,TEXASBKNON-r,120,4695
Columbus,TEXASBKNON-r,121,1984
California,TEXASBKNON-r,122,4051
St. Louis,TEXASBKNON-r,123,4645
Chicago,TEXASBKNON-r,124,2863
Georgia,TEXASBKNON-r,125,3902
Georgia,TEXASBKNON-r,126,4390
St. Louis,TEXASBKNON-r,127,2222
Dallas Flagship,TEXASSTATI-i,1,8236
Dallas South,TEXASSTATI-i,2,1471
Tarrant County,TEXASSTATI-i,3,1773
Chicago,ANG,117,171691
Austin,ANG,118,236747
Chicago,ANG,119,222532
St. Louis,ANG,120,165252
Columbus,ANG,121,122913
California,ANG,122,162534
St. Louis,ANG,123,172951
Chicago,ANG,124,127727
Georgia,ANG,125,157512
Georgia,ANG,126,162939
St. Louis,ANG,127,56931
Dallas Flagship,BS,1,72646
Dallas South,BS,2,8975
Tarrant County,BS,3,17487
San Antonio,BS,4,13295
Austin,BS,5,20003
Houston North,BS,6,14718
Austin,BS,7,14742
Dallas North,BS,8,22301
Houston North,BS,9,13879
San Antonio,BS,10,12030
Houston South,BS,11,18470
Tarrant County,BS,12,15243
Kentucky,BS,13,12875
Wisconsin,BS,14,13318
Houston South,BS,15,22712
Dallas South,BS,16,5916
Austin,BS,17,20763
Tarrant County,BS,18,14123
Columbus,BS,19,10073
Houston South,BS,20,13301
Houston North,BS,21,15881
Washington,BS,22,21600
Minnesota,BS,23,19156
Houston South,BS,24,17511
San Antonio,BS,25,14940
Minnesota,BS,26,17974
Washington,BS,27,965
San Antonio,BS,29,13151
Southern Ohio,BS,30,16728
Midwest,BS,31,21857
Southern Ohio,BS,32,12210
Tarrant County,BS,33,15466
Washington,BS,34,17956
Wisconsin,BS,35,19508
Minnesota,BS,36,16246
California,BS,37,18285
Indiana,BS,38,15365
Indiana,BS,39,21991
Columbus,BS,40,16490
Wisconsin,BS,41,14475
Penn-Cleveland,BS,42,7922
Dallas North,BS,43,14829
Houston North,BS,44,16934
Southern Ohio,BS,45,18039
Dallas South,BS,46,13738
Indiana,BS,47,16547
Washington,BS,48,15438
Dallas South,BS,49,18990
Penn-Cleveland,BS,50,9393
Wisconsin,BS,51,15706
Columbus,BS,52,15313
Minnesota,BS,53,14642
Washington,BS,54,17147
California,BS,55,16165
Houston North,BS,56,9415
Austin,BS,57,14801
Dallas North,BS,58,14271
Dallas North,BS,59,15383
Tarrant County,BS,60,14093
Penn-Cleveland,BS,61,12019
Penn-Cleveland,BS,62,16983
Washington,BS,64,15587
Dallas North,BS,65,19802
Penn-Cleveland,BS,66,15020
California,BS,67,23028
Minnesota,BS,68,17107
Arizona,BS,69,14245
Midwest,BS,70,16575
Washington,BS,71,10130
Arizona,BS,72,15527
Midwest,BS,73,17882
Houston South,BS,74,13094
Austin,BS,75,16241
Austin,BS,76,14719
Penn-Cleveland,BS,77,16399
Midwest,BS,78,9231
Southern Ohio,BS,80,13492
Tarrant County,BS,81,25323
Southern Ohio,BS,82,17803
Dallas South,BS,83,8982
Midwest,BS,84,12702
Dallas North,BS,85,19904
Midwest,BS,86,16019
Chicago,BS,87,16590
Kentucky,BS,88,13236
Chicago,BS,90,8618
Columbus,BS,91,13192
Columbus,BS,92,353
Minnesota,BS,93,657
Chicago,BS,94,12235
Houston South,BS,95,9538
Minnesota,BS,96,18283
Kentucky,BS,97,16229
Tarrant County,BS,98,16015
Midwest,BS,99,19283
Indiana,BS,100,15890
Chicago,BS,101,7944
Indiana,BS,102,13671
Wisconsin,BS,103,13954
Austin,BS,104,21494
Oklahoma,BS,105,14308
San Antonio,TRO-r,25,21037
Minnesota,TRO-r,26,37238
Washington,TRO-r,27,2330
San Antonio,TRO-r,29,19306
Southern Ohio,TRO-r,30,35667
Midwest,TRO-r,31,46523
Southern Ohio,TRO-r,32,22357
Tarrant County,TRO-r,33,45372
Washington,TRO-r,34,52586
Wisconsin,TRO-r,35,17035
Minnesota,TRO-r,36,32744
California,TRO-r,37,65328
Indiana,TRO-r,38,31046
Indiana,TRO-r,39,30537
Columbus,TRO-r,40,22499
Wisconsin,TRO-r,41,5656
Penn-Cleveland,TRO-r,42,16013
Dallas North,TRO-r,43,12352
Houston North,TRO-r,44,37025
Southern Ohio,TRO-r,45,39930
Dallas South,TRO-r,46,26096
Indiana,TRO-r,47,34166
Washington,TRO-r,48,29137
Dallas South,TRO-r,49,24030
Penn-Cleveland,TRO-r,50,24743
Wisconsin,TRO-r,51,23678
Columbus,TRO-r,52,28385
Minnesota,TRO-r,53,24557
Washington,TRO-r,54,28295
California,TRO-r,55,51052
Houston North,TRO-r,56,33825
Austin,TRO-r,57,43174
Dallas North,TRO-r,58,5226
Dallas North,TRO-r,59,11931
Tarrant County,TRO-r,60,36719
Penn-Cleveland,TRO-r,61,15203
Penn-Cleveland,TRO-r,62,11917
Washington,TRO-r,64,28642
Dallas North,TRO-r,65,12485
Penn-Cleveland,TRO-r,66,15148
California,TRO-r,67,65130
Minnesota,TRO-r,68,20535
Arizona,TRO-r,69,27967
Midwest,TRO-r,70,53298
Washington,TRO-r,71,25249
Arizona,TRO-r,72,36772
Midwest,TRO-r,73,60566
Houston South,TRO-r,74,39197
Austin,TRO-r,75,42182
Austin,TRO-r,76,21331
Penn-Cleveland,TRO-r,77,37074
Midwest,TRO-r,78,35176
Southern Ohio,TRO-r,80,28170
Tarrant County,TRO-r,81,37594
Southern Ohio,TRO-r,82,24218
Dallas South,TRO-r,83,25841
Midwest,TRO-r,84,53243
Dallas North,TRO-r,85,15874
Midwest,TRO-r,86,33797
Chicago,TRO-r,87,34782
Kentucky,TRO-r,88,12869
Chicago,TRO-r,90,30055
Columbus,TRO-r,91,8672
Columbus,TRO-r,92,1620
Minnesota,TRO-r,93,2918
Chicago,TRO-r,94,14388
Houston South,TRO-r,95,24283
Minnesota,TRO-r,96,22602
Kentucky,TRO-r,97,13288
Tarrant County,TRO-r,98,42005
Midwest,TRO-r,99,68634
Indiana,TRO-r,100,21080
Chicago,TRO-r,101,16704
Indiana,TRO-r,102,21073
Wisconsin,TRO-r,103,7771
Austin,TRO-r,104,49947
Oklahoma,TRO-r,105,39004
Arizona,TRO-r,106,18466
Southern Ohio,TRO-r,107,30748
Chicago,TRO-r,108,19400
Dallas South,TRO-r,109,35422
Oklahoma,TRO-r,110,36918
Tarrant County,TRO-r,111,25450
California,TRO-r,112,43382
San Antonio,TRO-r,113,11183
Oklahoma,TRO-r,114,40557
Chicago,TRO-r,115,14043
Kentucky,TRO-r,116,12734
Chicago,TRO-r,117,22780
Austin,TRO-r,118,37243
Chicago,TRO-r,119,26833
St. Louis,TRO-r,120,22960
Columbus,TRO-r,121,8455
California,TRO-r,122,23891
St. Louis,TRO-r,123,20089
Chicago,TRO-r,124,16305
Georgia,TRO-r,125,18129
Georgia,TRO-r,126,20374
St. Louis,TRO-r,127,13361
Dallas Flagship,BS-i,1,45663
Dallas South,BS-i,2,4560
Tarrant County,BS-i,3,9974
San Antonio,BS-i,4,7110
Austin,BS-i,5,11075
Houston North,BS-i,6,8455
Austin,BS-i,7,8131
Dallas North,BS-i,8,12284
Houston North,BS-i,9,7992
San Antonio,BS-i,10,5123
Houston South,BS-i,11,10211
Tarrant County,BS-i,12,8820
Kentucky,BS-i,13,7424
Penn-Cleveland,IDBENDONPU-r,61,341
Penn-Cleveland,IDBENDONPU-r,62,38
Washington,IDBENDONPU-r,64,747
Dallas North,IDBENDONPU-r,65,1067
Penn-Cleveland,IDBENDONPU-r,66,218
California,IDBENDONPU-r,67,1682
Minnesota,IDBENDONPU-r,68,1248
Arizona,IDBENDONPU-r,69,544
Midwest,IDBENDONPU-r,70,1520
Washington,IDBENDONPU-r,71,283
Arizona,IDBENDONPU-r,72,645
Midwest,IDBENDONPU-r,73,1953
Houston South,IDBENDONPU-r,74,1109
Austin,IDBENDONPU-r,75,926
Austin,IDBENDONPU-r,76,185
Penn-Cleveland,IDBENDONPU-r,77,1073
Midwest,IDBENDONPU-r,78,971
Southern Ohio,IDBENDONPU-r,80,511
Tarrant County,IDBENDONPU-r,81,275
Southern Ohio,IDBENDONPU-r,82,760
Dallas South,IDBENDONPU-r,83,917
Midwest,IDBENDONPU-r,84,1367
Dallas North,IDBENDONPU-r,85,1130
Midwest,IDBENDONPU-r,86,1020
Chicago,IDBENDONPU-r,87,886
Kentucky,IDBENDONPU-r,88,361
Chicago,IDBENDONPU-r,90,803
Columbus,IDBENDONPU-r,91,360
Columbus,IDBENDONPU-r,92,118
Minnesota,IDBENDONPU-r,93,69
Chicago,IDBENDONPU-r,94,392
Houston South,IDBENDONPU-r,95,1426
Minnesota,IDBENDONPU-r,96,1188
Kentucky,IDBENDONPU-r,97,399
Tarrant County,IDBENDONPU-r,98,167
Midwest,IDBENDONPU-r,99,2489
Indiana,IDBENDONPU-r,100,1670
Chicago,IDBENDONPU-r,101,699
Indiana,IDBENDONPU-r,102,524
Wisconsin,IDBENDONPU-r,103,373
Austin,IDBENDONPU-r,104,1553
Oklahoma,IDBENDONPU-r,105,804
Arizona,IDBENDONPU-r,106,242
Southern Ohio,IDBENDONPU-r,107,567
Chicago,IDBENDONPU-r,108,490
Dallas South,IDBENDONPU-r,109,1581
Oklahoma,IDBENDONPU-r,110,1309
Tarrant County,IDBENDONPU-r,111,148
California,IDBENDONPU-r,112,983
San Antonio,IDBENDONPU-r,113,329
Oklahoma,IDBENDONPU-r,114,1184
Chicago,IDBENDONPU-r,115,1055
Kentucky,IDBENDONPU-r,116,419
Chicago,IDBENDONPU-r,117,657
Austin,IDBENDONPU-r,118,992
Chicago,IDBENDONPU-r,119,904
St. Louis,IDBENDONPU-r,120,761
Columbus,IDBENDONPU-r,121,711
California,IDBENDONPU-r,122,794
St. Louis,IDBENDONPU-r,123,675
Chicago,IDBENDONPU-r,124,550
Georgia,IDBENDONPU-r,125,690
Georgia,IDBENDONPU-r,126,757
St. Louis,IDBENDONPU-r,127,249
Dallas Flagship,IDBKSALESI-i,1,1414
Dallas South,IDBKSALESI-i,2,447
Tarrant County,IDBKSALESI-i,3,360
San Antonio,IDBKSALESI-i,4,347
Austin,IDBKSALESI-i,5,606
Houston North,IDBKSALESI-i,6,287
Austin,IDBKSALESI-i,7,316
Dallas North,IDBKSALESI-i,8,234
Houston North,IDBKSALESI-i,9,233
San Antonio,IDBKSALESI-i,10,256
Houston South,IDBKSALESI-i,11,634
Tarrant County,IDBKSALESI-i,12,354
Kentucky,IDBKSALESI-i,13,415
Wisconsin,IDBKSALESI-i,14,112
Houston South,IDBKSALESI-i,15,625
Austin,IDBKSALESI-i,17,555
Tarrant County,IDBKSALESI-i,18,330
Columbus,IDBKSALESI-i,19,208
Houston South,IDBKSALESI-i,20,678
Houston North,IDBKSALESI-i,21,438
Washington,IDBKSALESI-i,22,404
Minnesota,IDBKSALESI-i,23,346
Houston South,IDBKSALESI-i,24,419
San Antonio,IDBKSALESI-i,25,535
Minnesota,IDBKSALESI-i,26,438
Washington,IDBKSALESI-i,27,33
San Antonio,IDBKSALESI-i,29,584
Southern Ohio,IDBKSALESI-i,30,537
Midwest,IDBKSALESI-i,31,663
Southern Ohio,IDBKSALESI-i,32,350
Tarrant County,IDBKSALESI-i,33,315
Washington,IDBKSALESI-i,34,290
Wisconsin,IDBKSALESI-i,35,483
Minnesota,IDBKSALESI-i,36,520
California,IDBKSALESI-i,37,440
Indiana,IDBKSALESI-i,38,421
Indiana,IDBKSALESI-i,39,352
Columbus,IDBKSALESI-i,40,532
Wisconsin,IDBKSALESI-i,41,256
Penn-Cleveland,IDBKSALESI-i,42,262
Dallas North,IDBKSALESI-i,43,188
Houston North,IDBKSALESI-i,44,344
Southern Ohio,IDBKSALESI-i,45,440
Dallas South,IDBKSALESI-i,46,295
Indiana,IDBKSALESI-i,47,565
Washington,IDBKSALESI-i,48,197
Dallas South,IDBKSALESI-i,49,243
Penn-Cleveland,IDBKSALESI-i,50,229
Indiana,IDEUROGRA-i,102,12
Wisconsin,IDEUROGRA-i,103,32
Austin,IDEUROGRA-i,104,31
Oklahoma,IDEUROGRA-i,105,6
Southern Ohio,IDEUROGRA-i,107,44
Chicago,IDEUROGRA-i,108,17
Dallas South,IDEUROGRA-i,109,13
Oklahoma,IDEUROGRA-i,110,27
Tarrant County,IDEUROGRA-i,111,7
California,IDEUROGRA-i,112,13
San Antonio,IDEUROGRA-i,113,6
Oklahoma,IDEUROGRA-i,114,12
Chicago,IDEUROGRA-i,115,39
Kentucky,IDEUROGRA-i,116,19
Chicago,IDEUROGRA-i,117,6
Austin,IDEUROGRA-i,118,6
Chicago,IDEUROGRA-i,119,19
St. Louis,IDEUROGRA-i,120,38
Columbus,IDEUROGRA-i,121,8
California,IDEUROGRA-i,122,20
St. Louis,IDEUROGRA-i,123,17
Chicago,IDEUROGRA-i,124,16
Georgia,IDEUROGRA-i,126,13
Dallas Flagship,IDEUROGRA-r,1,3126
Dallas South,IDEUROGRA-r,2,1074
Tarrant County,IDEUROGRA-r,3,1161
San Antonio,IDEUROGRA-r,4,1168
Austin,IDEUROGRA-r,5,1875
Houston North,IDEUROGRA-r,6,628
Austin,IDEUROGRA-r,7,909
Dallas North,IDEUROGRA-r,8,1391
Houston North,IDEUROGRA-r,9,804
San Antonio,IDEUROGRA-r,10,600
Houston South,IDEUROGRA-r,11,3030
Tarrant County,IDEUROGRA-r,12,697
Kentucky,IDEUROGRA-r,13,638
Wisconsin,IDEUROGRA-r,14,264
Houston South,IDEUROGRA-r,15,1823
Dallas South,IDEUROGRA-r,16,1354
Austin,IDEUROGRA-r,17,1930
Tarrant County,IDEUROGRA-r,18,955
Columbus,IDEUROGRA-r,19,231
Houston South,IDEUROGRA-r,20,1804
Houston North,IDEUROGRA-r,21,762
Washington,IDEUROGRA-r,22,1282
Minnesota,IDEUROGRA-r,23,1320
Houston South,IDEUROGRA-r,24,2014
San Antonio,IDEUROGRA-r,25,869
Minnesota,IDEUROGRA-r,26,1265
San Antonio,IDEUROGRA-r,29,641
Southern Ohio,IDEUROGRA-r,30,1262
Midwest,IDEUROGRA-r,31,1067
Southern Ohio,IDEUROGRA-r,32,1358
Tarrant County,IDEUROGRA-r,33,1696
Washington,IDEUROGRA-r,34,792
Wisconsin,IDEUROGRA-r,35,480
Minnesota,IDEUROGRA-r,36,822
California,IDEUROGRA-r,37,1753
Indiana,IDEUROGRA-r,38,746
Indiana,IDEUROGRA-r,39,422
Columbus,IDEUROGRA-r,40,651
Wisconsin,IDEUROGRA-r,41,322
Penn-Cleveland,IDEUROGRA-r,42,453
Dallas North,IDEUROGRA-r,43,898
Houston North,IDEUROGRA-r,44,856
Southern Ohio,IDEUROGRA-r,45,2221
Dallas South,IDEUROGRA-r,46,983
Indiana,IDEUROGRA-r,47,997
Washington,IDEUROGRA-r,48,810
Dallas South,IDEUROGRA-r,49,716
Penn-Cleveland,IDEUROGRA-r,50,707
Wisconsin,IDEUROGRA-r,51,492
Columbus,IDEUROGRA-r,52,916
Minnesota,IDEUROGRA-r,53,1006
Washington,IDEUROGRA-r,54,494
California,IDEUROGRA-r,55,1118
Houston North,IDEUROGRA-r,56,588
Austin,IDEUROGRA-r,57,1369
Dallas North,IDEUROGRA-r,58,1265
Dallas North,IDEUROGRA-r,59,1200
Tarrant County,IDEUROGRA-r,60,869
Penn-Cleveland,IDEUROGRA-r,61,428
Penn-Cleveland,IDEUROGRA-r,62,406
Washington,IDEUROGRA-r,64,719
Dallas North,IDEUROGRA-r,65,1012
Penn-Cleveland,IDEUROGRA-r,66,531
California,IDEUROGRA-r,67,1923
Minnesota,IDEUROGRA-r,68,1138
Arizona,IDEUROGRA-r,69,325
Midwest,IDEUROGRA-r,70,1116
Washington,IDEUROGRA-r,71,744
Arizona,IDEUROGRA-r,72,1043
Midwest,IDEUROGRA-r,73,2104
Houston South,IDEUROGRA-r,74,1429
Austin,IDEUROGRA-r,75,914
Austin,IDEUROGRA-r,76,585
Penn-Cleveland,IDEUROGRA-r,77,734
Midwest,IDEUROGRA-r,78,774
Southern Ohio,IDEUROGRA-r,80,1182
Tarrant County,IDEUROGRA-r,81,1169
Southern Ohio,IDEUROGRA-r,82,1544
Dallas South,IDEUROGRA-r,83,1067
Midwest,IDEUROGRA-r,84,1479
Dallas North,IDEUROGRA-r,85,1139
Midwest,IDEUROGRA-r,86,1886
Chicago,IDEUROGRA-r,87,959
Kentucky,IDEUROGRA-r,88,523
Chicago,IDEUROGRA-r,90,498
Columbus,IDEUROGRA-r,91,503
Columbus,IDEUROGRA-r,92,-6
Chicago,IDEUROGRA-r,94,331
Houston South,IDEUROGRA-r,95,1660
Chicago,IDMODERNPU-i,124,0
Georgia,IDMODERNPU-i,125,1
Georgia,IDMODERNPU-i,126,2
Dallas Flagship,IDMODERNPU-r,1,1750
Dallas South,IDMODERNPU-r,2,330
Tarrant County,IDMODERNPU-r,3,117
San Antonio,IDMODERNPU-r,4,243
Austin,IDMODERNPU-r,5,345
Houston North,IDMODERNPU-r,6,423
Austin,IDMODERNPU-r,7,423
Dallas North,IDMODERNPU-r,8,308
Houston North,IDMODERNPU-r,9,541
San Antonio,IDMODERNPU-r,10,200
Houston South,IDMODERNPU-r,11,360
Tarrant County,IDMODERNPU-r,12,105
Kentucky,IDMODERNPU-r,13,147
Wisconsin,IDMODERNPU-r,14,102
Houston South,IDMODERNPU-r,15,520
Dallas South,IDMODERNPU-r,16,425
Austin,IDMODERNPU-r,17,290
Tarrant County,IDMODERNPU-r,18,204
Columbus,IDMODERNPU-r,19,289
Houston South,IDMODERNPU-r,20,333
Houston North,IDMODERNPU-r,21,657
Washington,IDMODERNPU-r,22,501
Minnesota,IDMODERNPU-r,23,385
Houston South,IDMODERNPU-r,24,387
San Antonio,IDMODERNPU-r,25,168
Minnesota,IDMODERNPU-r,26,454
Washington,IDMODERNPU-r,27,3
San Antonio,IDMODERNPU-r,29,140
Southern Ohio,IDMODERNPU-r,30,228
Midwest,IDMODERNPU-r,31,370
Southern Ohio,IDMODERNPU-r,32,181
Tarrant County,IDMODERNPU-r,33,173
Washington,IDMODERNPU-r,34,495
Wisconsin,IDMODERNPU-r,35,265
Minnesota,IDMODERNPU-r,36,456
California,IDMODERNPU-r,37,330
Indiana,IDMODERNPU-r,38,362
Indiana,IDMODERNPU-r,39,217
Columbus,IDMODERNPU-r,40,469
Wisconsin,IDMODERNPU-r,41,168
Penn-Cleveland,IDMODERNPU-r,42,259
Dallas North,IDMODERNPU-r,43,319
Houston North,IDMODERNPU-r,44,570
Southern Ohio,IDMODERNPU-r,45,384
Dallas South,IDMODERNPU-r,46,495
Indiana,IDMODERNPU-r,47,476
Washington,IDMODERNPU-r,48,117
Dallas South,IDMODERNPU-r,49,572
Penn-Cleveland,IDMODERNPU-r,50,295
Wisconsin,IDMODERNPU-r,51,283
Columbus,IDMODERNPU-r,52,246
Minnesota,IDMODERNPU-r,53,380
Washington,IDMODERNPU-r,54,96
California,IDMODERNPU-r,55,759
Houston North,IDMODERNPU-r,56,590
Austin,IDMODERNPU-r,57,339
Dallas North,IDMODERNPU-r,58,214
Dallas North,IDMODERNPU-r,59,229
Tarrant County,IDMODERNPU-r,60,132
Penn-Cleveland,IDMODERNPU-r,61,177
Penn-Cleveland,IDMODERNPU-r,62,72
Washington,IDMODERNPU-r,64,227
Dallas North,IDMODERNPU-r,65,382
Penn-Cleveland,IDMODERNPU-r,66,263
California,IDMODERNPU-r,67,791
Minnesota,IDMODERNPU-r,68,331
Arizona,IDMODERNPU-r,69,172
Midwest,IDMODERNPU-r,70,506
Washington,IDMODERNPU-r,71,108
Midwest,IDMODERNPU-r,73,783
Houston South,IDMODERNPU-r,74,379
Austin,IDMODERNPU-r,75,548
Austin,IDMODERNPU-r,76,92
Penn-Cleveland,IDMODERNPU-r,77,305
Midwest,IDMODERNPU-r,78,416
Southern Ohio,IDMODERNPU-r,80,367
Tarrant County,IDMODERNPU-r,81,164
Southern Ohio,IDMODERNPU-r,82,320
Dallas South,IDMODERNPU-r,83,521
Midwest,IDMODERNPU-r,84,426
Dallas North,IDMODERNPU-r,85,466
Midwest,IDMODERNPU-r,86,372
Chicago,IDMODERNPU-r,87,288
Kentucky,IDMODERNPU-r,88,126
Chicago,IDMODERNPU-r,90,420
Columbus,IDMODERNPU-r,91,146
Columbus,IDMODERNPU-r,92,19
Minnesota,IDMODERNPU-r,93,37
Chicago,IDMODERNPU-r,94,192
Houston South,IDMODERNPU-r,95,254
Minnesota,IDMODERNPU-r,96,370
Kentucky,IDMODERNPU-r,97,146
Tarrant County,IDMODERNPU-r,98,175
Midwest,IDMODERNPU-r,99,832
Indiana,IDMODERNPU-r,100,509
Chicago,IDMODERNPU-r,101,141
Indiana,IDMODERNPU-r,102,108
Wisconsin,IDMODERNPU-r,103,136
Austin,IDMODERNPU-r,104,435
Oklahoma,IDMODERNPU-r,105,355
Arizona,IDMODERNPU-r,106,35
Southern Ohio,IDMODERNPU-r,107,352
Chicago,IDMODERNPU-r,108,321
Dallas South,IDMODERNPU-r,109,517
Oklahoma,IDMODERNPU-r,110,223
Tarrant County,IDMODERNPU-r,111,138
California,IDMODERNPU-r,112,584
San Antonio,IDMODERNPU-r,113,130
Oklahoma,IDMODERNPU-r,114,271
Tarrant County,IDTOYSMITH-r,12,1973
Kentucky,IDTOYSMITH-r,13,644
Wisconsin,IDTOYSMITH-r,14,675
Houston South,IDTOYSMITH-r,15,2050
Dallas South,IDTOYSMITH-r,16,1497
Austin,IDTOYSMITH-r,17,2078
Tarrant County,IDTOYSMITH-r,18,1483
Columbus,IDTOYSMITH-r,19,804
Houston South,IDTOYSMITH-r,20,2181
Houston North,IDTOYSMITH-r,21,2097
Washington,IDTOYSMITH-r,22,3607
Minnesota,IDTOYSMITH-r,23,2961
Houston South,IDTOYSMITH-r,24,2695
San Antonio,IDTOYSMITH-r,25,1234
Minnesota,IDTOYSMITH-r,26,1885
Washington,IDTOYSMITH-r,27,62
San Antonio,IDTOYSMITH-r,29,722
Southern Ohio,IDTOYSMITH-r,30,1160
Midwest,IDTOYSMITH-r,31,2630
Southern Ohio,IDTOYSMITH-r,32,720
Tarrant County,IDTOYSMITH-r,33,1570
Washington,IDTOYSMITH-r,34,1710
Wisconsin,IDTOYSMITH-r,35,1000
Minnesota,IDTOYSMITH-r,36,1697
California,IDTOYSMITH-r,37,1761
Indiana,IDTOYSMITH-r,38,992
Indiana,IDTOYSMITH-r,39,970
Columbus,IDTOYSMITH-r,40,1315
Wisconsin,IDTOYSMITH-r,41,527
Penn-Cleveland,IDTOYSMITH-r,42,1113
Dallas North,IDTOYSMITH-r,43,863
Houston North,IDTOYSMITH-r,44,2519
Southern Ohio,IDTOYSMITH-r,45,1817
Dallas South,IDTOYSMITH-r,46,1623
Indiana,IDTOYSMITH-r,47,1391
Washington,IDTOYSMITH-r,48,1170
Dallas South,IDTOYSMITH-r,49,2456
Penn-Cleveland,IDTOYSMITH-r,50,1943
Wisconsin,IDTOYSMITH-r,51,574
Columbus,IDTOYSMITH-r,52,817
Minnesota,IDTOYSMITH-r,53,1611
Washington,IDTOYSMITH-r,54,1664
California,IDTOYSMITH-r,55,2286
Houston North,IDTOYSMITH-r,56,1709
Austin,IDTOYSMITH-r,57,2938
Dallas North,IDTOYSMITH-r,58,1144
Dallas North,IDTOYSMITH-r,59,1370
Tarrant County,IDTOYSMITH-r,60,1269
Penn-Cleveland,IDTOYSMITH-r,61,968
Penn-Cleveland,IDTOYSMITH-r,62,742
Washington,IDTOYSMITH-r,64,1145
Dallas North,IDTOYSMITH-r,65,1779
Penn-Cleveland,IDTOYSMITH-r,66,360
California,IDTOYSMITH-r,67,2628
Minnesota,IDTOYSMITH-r,68,1883
Arizona,IDTOYSMITH-r,69,1208
Midwest,IDTOYSMITH-r,70,2129
Washington,IDTOYSMITH-r,71,1119
Arizona,IDTOYSMITH-r,72,1495
Midwest,IDTOYSMITH-r,73,2223
Houston South,IDTOYSMITH-r,74,1658
Austin,IDTOYSMITH-r,75,3186
Austin,IDTOYSMITH-r,76,1102
Penn-Cleveland,IDTOYSMITH-r,77,1732
Midwest,IDTOYSMITH-r,78,1370
Southern Ohio,IDTOYSMITH-r,80,947
Tarrant County,IDTOYSMITH-r,81,1892
Southern Ohio,IDTOYSMITH-r,82,1041
Dallas South,IDTOYSMITH-r,83,2083
Midwest,IDTOYSMITH-r,84,1933
Dallas North,IDTOYSMITH-r,85,2212
Midwest,IDTOYSMITH-r,86,1762
Chicago,IDTOYSMITH-r,87,1327
Kentucky,IDTOYSMITH-r,88,608
Chicago,IDTOYSMITH-r,90,915
Columbus,IDTOYSMITH-r,91,469
Columbus,IDTOYSMITH-r,92,49
Minnesota,IDTOYSMITH-r,93,127
Chicago,IDTOYSMITH-r,94,605
Houston South,IDTOYSMITH-r,95,2296
Minnesota,IDTOYSMITH-r,96,1504
Kentucky,IDTOYSMITH-r,97,510
Tarrant County,IDTOYSMITH-r,98,2629
Midwest,IDTOYSMITH-r,99,2453
Indiana,IDTOYSMITH-r,100,1405
Chicago,IDTOYSMITH-r,101,547
Indiana,IDTOYSMITH-r,102,829
Wisconsin,IDTOYSMITH-r,103,555
Austin,IDTOYSMITH-r,104,2690
Oklahoma,IDTOYSMITH-r,105,1041
Arizona,IDTOYSMITH-r,106,699
Southern Ohio,IDTOYSMITH-r,107,1023
Chicago,IDTOYSMITH-r,108,639
Dallas South,IDTOYSMITH-r,109,2358
Oklahoma,IDTOYSMITH-r,110,1109
Tarrant County,IDTOYSMITH-r,111,1144
California,IDTOYSMITH-r,112,2417
San Antonio,IDTOYSMITH-r,113,1176
Oklahoma,IDTOYSMITH-r,114,1082
Chicago,IDTOYSMITH-r,115,1261
Kentucky,IDTOYSMITH-r,116,751
Chicago,IDTOYSMITH-r,117,1109
Austin,IDTOYSMITH-r,118,2611
Chicago,IDTOYSMITH-r,119,821
St. Louis,IDTOYSMITH-r,120,1098
Columbus,IDTOYSMITH-r,121,347
California,IDTOYSMITH-r,122,1069
St. Louis,IDTOYSMITH-r,123,987
Chicago,IDTOYSMITH-r,124,425
Georgia,IDTOYSMITH-r,125,979
Georgia,IDTOYSMITH-r,126,754
St. Louis,IDTOYSMITH-r,127,408
Midwest,IFDISCONFO-i,86,283
Chicago,IFDISCONFO-i,87,385
Kentucky,IFDISCONFO-i,88,309
Chicago,IFDISCONFO-i,90,281
Columbus,IFDISCONFO-i,91,220
Minnesota,IFDISCONFO-i,93, $- 
Chicago,IFDISCONFO-i,94,340
Houston South,IFDISCONFO-i,95,161
Minnesota,IFDISCONFO-i,96,103
Kentucky,IFDISCONFO-i,97,237
Tarrant County,IFDISCONFO-i,98,191
Midwest,IFDISCONFO-i,99,432
Indiana,IFDISCONFO-i,100,178
Chicago,IFDISCONFO-i,101,471
Indiana,IFDISCONFO-i,102,265
Wisconsin,IFDISCONFO-i,103,272
Austin,IFDISCONFO-i,104,358
Oklahoma,IFDISCONFO-i,105,136
Arizona,IFDISCONFO-i,106,287
Southern Ohio,IFDISCONFO-i,107,238
Chicago,IFDISCONFO-i,108,336
Dallas South,IFDISCONFO-i,109,161
Oklahoma,IFDISCONFO-i,110,170
Tarrant County,IFDISCONFO-i,111,135
California,IFDISCONFO-i,112,276
San Antonio,IFDISCONFO-i,113,283
Oklahoma,IFDISCONFO-i,114,227
Chicago,IFDISCONFO-i,115,302
Kentucky,IFDISCONFO-i,116,278
Chicago,IFDISCONFO-i,117,182
